name,openset
sample_00001751,"['concern', 'advice', 'care', 'opposition']"
sample_00001755,"['negative emotions', 'excitement', 'mockery']"
sample_00001756,"['angry', 'displeased']"
sample_00001760,"['persuasion', 'anger', 'displeasure']"
sample_00001762,"['warning', 'angry']"
sample_00001766,"['regret', 'apology', 'reflection']"
sample_00001774,"['doubt', 'anger', 'confusion', 'blame', 'displeasure']"
sample_00001776,"['lost', 'struggling', 'strong', 'melancholy']"
sample_00001786,"['confused', 'sad']"
sample_00001797,"['angry', 'accuse']"
sample_00001807,"['angry', 'mad']"
sample_00001811,"['impatient', 'excited', 'angry']"
sample_00001817,"['affirmative', 'approval', 'agree', 'joyful', 'pleasant', 'happy']"
sample_00001823,"['concern', 'worry']"
sample_00001826,"['expecting', 'joyful', 'anticipating', 'pleasure', 'happy']"
sample_00001832,"['concern', 'anxiety', 'worry']"
sample_00001841,"['guilt', 'self-blame']"
sample_00001846,"['shocked', 'angry', 'disappointed', 'hurt']"
sample_00001868,"['concern', 'worry']"
sample_00001871,"['agreement', 'sadness']"
sample_00001890,"['excited', 'angry', 'threat']"
sample_00001904,"['thankful', 'positive', 'joyful', 'grateful', 'happy']"
sample_00001920,"['angry', 'mad']"
sample_00001921,"['desire', 'looking forward to', 'positive', 'eager', 'pleasant', 'happy']"
sample_00001932,"['excited', 'angry']"
sample_00001942,"['accusation', 'anger', 'blame', 'dissatisfaction']"
sample_00001946,"['heartbroken', 'sad', 'heavy']"
sample_00001948,"['care', 'happy']"
sample_00001959,"['heartbroken', 'sad']"
sample_00001984,"['relaxed', 'positive', 'joyful', 'honored', 'pleasant', 'happy']"
sample_00002021,"['joyful', 'happy']"
sample_00002041,"['negative', 'sad']"
sample_00002055,"['questioning', 'angry', 'sad']"
sample_00002058,"['angry', 'dissatisfied']"
sample_00002070,"['serious', 'worried']"
sample_00002078,"['negative emotions', 'criticism', 'anger', 'dissatisfaction']"
sample_00002087,"['questioning', 'angry', 'dissatisfied']"
sample_00002094,"['concern', 'worry', 'advice']"
sample_00002097,"['angry', 'dissatisfied']"
sample_00002099,"['angry', 'dissatisfied']"
sample_00002132,"['excitement', 'argument']"
sample_00002142,"['nervous', 'joyful', 'shy', 'happy']"
sample_00002148,"['gratitude', 'missing', 'sadness']"
sample_00002180,"['excited', 'questioning', 'doubtful', 'angry']"
sample_00002181,"['joyful', 'happy']"
sample_00002183,"['relaxed', 'proud', 'joyful', 'satisfied', 'happy']"
sample_00002187,"['excited', 'angry', 'collapse']"
sample_00002212,"['concerned', 'negative', 'sad']"
sample_00002220,"['accusation', 'anger', 'advice', 'angry', 'dissatisfaction']"
sample_00002223,"['painful', 'sad', 'heavy']"
sample_00002238,"['heartbreak', 'pain', 'sorrow', 'heaviness', 'melancholy', 'reflective', 'low mood', 'contemplation', 'sadness']"
sample_00002244,"['quarrel', 'negative', 'angry', 'excited', 'dissatisfied']"
sample_00002253,"['angry', 'dissatisfied']"
sample_00002254,"['joyful', 'delighted', 'positive', 'happy']"
sample_00002259,"['relaxed', 'friendly', 'teasing']"
sample_00002277,"['anxiety', 'worry']"
sample_00002280,"['worries', 'pressure', 'heavy']"
sample_00002283,"['angry', 'accuse']"
sample_00002292,"['concerned', 'nervous', 'worried', 'serious']"
sample_00002298,"['excited', 'angry']"
sample_00002303,"['sad', 'wronged']"
sample_00002306,"['relaxed', 'joyful', 'friendly', 'happy']"
sample_00002311,"['frank', 'sincere', 'happy']"
sample_00002316,"['angry', 'accuse']"
sample_00002325,"['pleasurable', 'teasing', 'positive', 'joyful', 'happy']"
sample_00002329,"['friendly', 'caring', 'curious', 'happy']"
sample_00002337,"['anxiety', 'nervousness', 'worry']"
sample_00002339,"['emphasize', 'blame', 'dissatisfaction']"
sample_00002348,"['surprised', 'shocked']"
sample_00002374,"['restless', 'worried']"
sample_00002394,"['accusation', 'angry']"
sample_00002419,"['joyful', 'happy']"
sample_00002420,"['excited', 'angry', 'dissatisfied']"
sample_00002444,"['relaxed', 'teasing', 'enjoy', 'joyful', 'charming', 'pleasant', 'delighted', 'happy']"
sample_00002448,"['joyful', 'support', 'satisfied', 'happy']"
sample_00002449,"['satisfied', 'joyful', 'excited', 'delighted', 'happy']"
sample_00002465,"['sadness', 'negativity', 'heartbreak', 'melancholy']"
sample_00002466,"['breakdown', 'sadness']"
sample_00002475,"['pain', 'sadness']"
sample_00002476,"['open', 'relaxed', 'positive', 'humorous', 'friendly', 'happy']"
sample_00002477,"['angry', 'displeased']"
sample_00002486,"['concern', 'worry']"
sample_00002504,"['naughty', 'pleasure', 'proud', 'joyful', 'lively', 'happy']"
sample_00002511,"['angry', 'disappointed', 'wronged']"
sample_00002514,"['serious', 'warning', 'angry', 'strict']"
sample_00002518,"['nostalgia', 'memories', 'sadness']"
sample_00002536,"['naughty', 'teasing', 'joyful', 'lively', 'happy']"
sample_00002544,"['angry', 'indignant']"
sample_00002550,"['angry', 'criticism', 'dissatisfaction']"
sample_00002563,"['angry', 'displeased']"
sample_00002565,"['excited', 'surprised', 'focused']"
sample_00002666,"['surprised', 'confused']"
sample_00002682,"['angry', 'displeased']"
sample_00002684,"['warm', 'positive', 'joyful', 'pleasant', 'happy']"
sample_00002709,"['angry', 'dissatisfied']"
sample_00002758,"['concern', 'negative', 'worry']"
sample_00002783,"['concerned', 'surprised', 'worried', 'nervous']"
sample_00002785,"['dissatisfied', 'displeased']"
sample_00002789,"['angry', 'dissatisfied']"
sample_00002958,"['angry', 'mad']"
sample_00002968,"['unwilling', 'reluctant']"
sample_00002977,"['accuse', 'angry', 'blame']"
sample_00002982,"['angry', 'aggressive']"
sample_00003001,"['joy', 'praise', 'happiness', 'nostalgia', 'delight', 'respect']"
sample_00003025,['serious']
sample_00003049,"['doubtful', 'concerned', 'worried', 'suspicious', 'confused']"
sample_00003058,"['polite', 'uneasy', 'nervous']"
sample_00003062,"['frustration', 'helplessness', 'worry']"
sample_00003084,"['angry', 'dissatisfied']"
sample_00003116,"['pleased', 'joyful', 'happy', 'positive attitude']"
sample_00003127,"['confidence', 'determination']"
sample_00003134,"['accusation', 'warning', 'anger', 'severity', 'dissatisfaction']"
sample_00003159,['excited']
sample_00003211,"['angry', 'dissatisfied']"
sample_00003238,"['disappointed', 'angry', 'displeased']"
sample_00003239,"['serious', 'negative', 'worried']"
sample_00003253,"['joyful', 'happy']"
sample_00003284,['surprised']
sample_00003296,"['pressure', 'breakdown', 'anxiety', 'pain']"
sample_00003298,"['angry', 'mad']"
